Customer,Satisfaction_Overall,Satisfaction_Quality,Satisfaction_Speed,Order_Accurate,Total_Score,Avg_Score,Category_of_Satisfaction
471,3.0,3.0,3.0,1,9.0,3.0,Neutral
472,5.0,5.0,5.0,0,15.0,5.0,Satisfied
473,3.0,3.0,3.0,1,9.0,3.0,Neutral
474,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
475,2.0,5.0,5.0,1,12.0,4.0,Satisfied
476,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
477,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
478,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
479,5.0,5.0,5.0,0,15.0,5.0,Satisfied
480,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
481,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
482,5.0,5.0,5.0,1,15.0,5.0,Satisfied
483,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
484,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
485,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
486,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
487,5.0,5.0,5.0,1,15.0,5.0,Satisfied
488,3.0,1.0,1.0,0,5.0,1.6666666666666667,Not satisfied
489,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
490,2.0,5.0,5.0,0,12.0,4.0,Satisfied
491,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
492,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
493,3.0,2.0,2.0,0,7.0,2.3333333333333335,Satisfied
494,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
495,3.0,3.0,3.0,1,9.0,3.0,Neutral
496,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
497,5.0,5.0,5.0,1,15.0,5.0,Satisfied
498,5.0,2.0,2.0,0,9.0,3.0,Neutral
499,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
500,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
501,5.0,2.0,2.0,1,9.0,3.0,Neutral
502,2.0,5.0,5.0,0,12.0,4.0,Satisfied
503,3.0,3.0,3.0,1,9.0,3.0,Neutral
505,5.0,5.0,5.0,1,15.0,5.0,Satisfied
506,3.0,3.0,3.0,1,9.0,3.0,Neutral
507,4.0,2.0,2.0,0,8.0,2.6666666666666665,Satisfied
508,5.0,2.0,2.0,1,9.0,3.0,Neutral
509,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
510,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
511,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
512,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
513,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
514,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
515,5.0,5.0,5.0,1,15.0,5.0,Satisfied
516,2.0,5.0,5.0,1,12.0,4.0,Satisfied
517,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
518,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
519,1.0,5.0,5.0,0,11.0,3.6666666666666665,Satisfied
520,5.0,2.0,2.0,1,9.0,3.0,Neutral
521,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
536,3.0,5.0,4.0,1,12.0,4.0,Satisfied
537,1.0,3.0,5.0,1,9.0,3.0,Neutral
538,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
539,5.0,5.0,5.0,1,15.0,5.0,Satisfied
540,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
541,1.0,5.0,3.0,1,9.0,3.0,Neutral
542,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
543,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
544,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
545,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
546,3.0,5.0,4.0,1,12.0,4.0,Satisfied
547,4.0,2.0,3.0,0,9.0,3.0,Neutral
548,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
549,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
550,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
551,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
552,3.0,2.0,5.0,0,10.0,3.3333333333333335,Satisfied
553,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
554,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
555,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
556,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
557,4.0,3.0,5.0,1,12.0,4.0,Satisfied
558,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
559,1.0,5.0,2.0,0,8.0,2.6666666666666665,Satisfied
560,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
561,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
562,4.0,2.0,4.0,1,10.0,3.3333333333333335,Satisfied
563,5.0,4.0,3.0,1,12.0,4.0,Satisfied
564,2.0,4.0,5.0,1,11.0,3.6666666666666665,Satisfied
565,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
566,3.0,5.0,1.0,1,9.0,3.0,Neutral
567,1.0,3.0,5.0,1,9.0,3.0,Neutral
568,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
569,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
570,2.0,5.0,1.0,0,8.0,2.6666666666666665,Satisfied
571,2.0,2.0,5.0,1,9.0,3.0,Neutral
572,4.0,1.0,2.0,1,7.0,2.3333333333333335,Satisfied
573,4.0,5.0,3.0,0,12.0,4.0,Satisfied
574,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
575,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
576,3.0,5.0,4.0,1,12.0,4.0,Satisfied
577,1.0,3.0,5.0,1,9.0,3.0,Neutral
578,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
579,5.0,5.0,5.0,1,15.0,5.0,Satisfied
580,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
581,1.0,5.0,3.0,1,9.0,3.0,Neutral
582,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
583,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
584,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
585,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
586,3.0,5.0,4.0,1,12.0,4.0,Satisfied
587,4.0,2.0,3.0,0,9.0,3.0,Neutral
588,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
589,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
590,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
591,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
592,3.0,2.0,5.0,0,10.0,3.3333333333333335,Satisfied
593,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
594,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
595,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
596,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
597,4.0,3.0,5.0,1,12.0,4.0,Satisfied
598,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
599,1.0,5.0,2.0,0,8.0,2.6666666666666665,Satisfied
600,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
601,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
602,4.0,2.0,4.0,1,10.0,3.3333333333333335,Satisfied
603,5.0,4.0,3.0,1,12.0,4.0,Satisfied
604,2.0,4.0,5.0,1,11.0,3.6666666666666665,Satisfied
605,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
606,3.0,5.0,1.0,1,9.0,3.0,Neutral
607,1.0,3.0,5.0,1,9.0,3.0,Neutral
608,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
609,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
610,2.0,5.0,1.0,0,8.0,2.6666666666666665,Satisfied
611,2.0,2.0,5.0,1,9.0,3.0,Neutral
612,4.0,1.0,2.0,1,7.0,2.3333333333333335,Satisfied
613,4.0,5.0,3.0,0,12.0,4.0,Satisfied
614,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
615,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
616,3.0,5.0,4.0,1,12.0,4.0,Satisfied
617,1.0,3.0,5.0,1,9.0,3.0,Neutral
618,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
619,5.0,5.0,5.0,1,15.0,5.0,Satisfied
620,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
621,1.0,5.0,3.0,1,9.0,3.0,Neutral
622,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
623,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
624,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
625,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
626,3.0,5.0,4.0,1,12.0,4.0,Satisfied
627,4.0,2.0,3.0,0,9.0,3.0,Neutral
628,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
629,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
630,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
631,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
632,3.0,2.0,5.0,0,10.0,3.3333333333333335,Satisfied
633,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
634,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
635,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
636,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
637,4.0,3.0,5.0,1,12.0,4.0,Satisfied
638,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
639,1.0,5.0,2.0,0,8.0,2.6666666666666665,Satisfied
640,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
641,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
642,4.0,2.0,4.0,1,10.0,3.3333333333333335,Satisfied
643,5.0,4.0,3.0,1,12.0,4.0,Satisfied
644,2.0,4.0,5.0,1,11.0,3.6666666666666665,Satisfied
645,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
646,3.0,5.0,1.0,1,9.0,3.0,Neutral
647,1.0,3.0,5.0,1,9.0,3.0,Neutral
648,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
649,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
650,2.0,5.0,1.0,0,8.0,2.6666666666666665,Satisfied
651,2.0,2.0,5.0,1,9.0,3.0,Neutral
652,4.0,1.0,2.0,1,7.0,2.3333333333333335,Satisfied
653,4.0,5.0,3.0,0,12.0,4.0,Satisfied
654,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
655,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
656,3.0,5.0,4.0,1,12.0,4.0,Satisfied
657,1.0,3.0,5.0,1,9.0,3.0,Neutral
658,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
659,5.0,5.0,5.0,1,15.0,5.0,Satisfied
660,2.0,2.0,1.0,1,5.0,1.6666666666666667,Not satisfied
661,1.0,5.0,3.0,1,9.0,3.0,Neutral
662,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
663,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
664,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
666,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
667,3.0,2.0,3.0,0,8.0,2.6666666666666665,Satisfied
668,4.0,4.0,1.0,1,9.0,3.0,Neutral
669,5.0,3.0,5.0,1,13.0,4.333333333333333,Satisfied
670,2.0,1.0,2.0,1,5.0,1.6666666666666667,Not satisfied
671,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
672,1.0,2.0,5.0,0,8.0,2.6666666666666665,Satisfied
673,3.0,4.0,2.0,1,9.0,3.0,Neutral
674,5.0,5.0,5.0,1,15.0,5.0,Satisfied
675,3.0,2.0,3.0,1,8.0,2.6666666666666665,Satisfied
676,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
677,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
678,4.0,1.0,3.0,1,8.0,2.6666666666666665,Satisfied
679,3.0,5.0,2.0,0,10.0,3.3333333333333335,Satisfied
680,1.0,3.0,2.0,1,6.0,2.0,Not satisfied
681,5.0,2.0,4.0,1,11.0,3.6666666666666665,Satisfied
682,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
683,4.0,4.0,3.0,1,11.0,3.6666666666666665,Satisfied
684,5.0,4.0,5.0,1,14.0,4.666666666666667,Satisfied
685,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
686,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
687,3.0,3.0,5.0,1,11.0,3.6666666666666665,Satisfied
688,1.0,1.0,5.0,0,7.0,2.3333333333333335,Satisfied
689,5.0,5.0,2.0,1,12.0,4.0,Satisfied
690,3.0,5.0,1.0,0,9.0,3.0,Neutral
691,2.0,2.0,5.0,1,9.0,3.0,Neutral
692,2.0,1.0,2.0,1,5.0,1.6666666666666667,Not satisfied
693,4.0,5.0,3.0,0,12.0,4.0,Satisfied
700,5.0,3.0,4.0,1,12.0,4.0,Satisfied
701,3.0,4.0,3.0,1,10.0,3.3333333333333335,Satisfied
702,4.0,5.0,2.0,0,11.0,3.6666666666666665,Satisfied
703,5.0,3.0,4.0,1,12.0,4.0,Satisfied
704,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
705,5.0,2.0,5.0,1,12.0,4.0,Satisfied
706,1.0,4.0,3.0,1,8.0,2.6666666666666665,Satisfied
707,3.0,3.0,2.0,0,8.0,2.6666666666666665,Satisfied
708,5.0,1.0,3.0,1,9.0,3.0,Neutral
709,3.0,5.0,3.0,1,11.0,3.6666666666666665,Satisfied
710,5.0,3.0,4.0,1,12.0,4.0,Satisfied
711,2.0,2.0,5.0,1,9.0,3.0,Neutral
712,4.0,5.0,3.0,0,12.0,4.0,Satisfied
713,3.0,4.0,2.0,1,9.0,3.0,Neutral
714,1.0,5.0,1.0,1,7.0,2.3333333333333335,Satisfied
715,5.0,4.0,5.0,1,14.0,4.666666666666667,Satisfied
716,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
717,4.0,5.0,4.0,1,13.0,4.333333333333333,Satisfied
718,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
719,2.0,4.0,4.0,0,10.0,3.3333333333333335,Satisfied
720,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
721,3.0,3.0,3.0,1,9.0,3.0,Neutral
722,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
723,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
724,3.0,3.0,2.0,1,8.0,2.6666666666666665,Satisfied
725,2.0,3.0,4.0,1,9.0,3.0,Neutral
726,2.0,2.0,3.0,1,7.0,2.3333333333333335,Satisfied
727,4.0,5.0,4.0,1,13.0,4.333333333333333,Satisfied
728,4.0,1.0,2.0,0,7.0,2.3333333333333335,Satisfied
729,3.0,4.0,5.0,1,12.0,4.0,Satisfied
730,5.0,5.0,4.0,0,14.0,4.666666666666667,Satisfied
731,3.0,3.0,4.0,1,10.0,3.3333333333333335,Satisfied
732,1.0,2.0,5.0,1,8.0,2.6666666666666665,Satisfied
733,5.0,5.0,1.0,0,11.0,3.6666666666666665,Satisfied
734,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
735,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
736,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
737,5.0,4.0,3.0,1,12.0,4.0,Satisfied
738,2.0,2.0,4.0,0,8.0,2.6666666666666665,Satisfied
739,3.0,3.0,2.0,1,8.0,2.6666666666666665,Satisfied
740,5.0,5.0,5.0,1,15.0,5.0,Satisfied
741,3.0,3.0,3.0,1,9.0,3.0,Neutral
742,4.0,4.0,4.0,0,12.0,4.0,Satisfied
743,5.0,5.0,5.0,1,15.0,5.0,Satisfied
744,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
745,5.0,5.0,5.0,1,15.0,5.0,Satisfied
746,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
747,3.0,3.0,3.0,0,9.0,3.0,Neutral
748,5.0,5.0,5.0,1,15.0,5.0,Satisfied
749,3.0,3.0,3.0,1,9.0,3.0,Neutral
750,5.0,5.0,5.0,1,15.0,5.0,Satisfied
751,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
752,4.0,4.0,4.0,0,12.0,4.0,Satisfied
753,3.0,3.0,3.0,1,9.0,3.0,Neutral
754,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
755,5.0,5.0,5.0,1,15.0,5.0,Satisfied
756,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
757,4.0,4.0,4.0,1,12.0,4.0,Satisfied
758,5.0,5.0,5.0,1,15.0,5.0,Satisfied
759,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
760,5.0,5.0,5.0,1,15.0,5.0,Satisfied
761,3.0,3.0,3.0,1,9.0,3.0,Neutral
762,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
763,5.0,5.0,5.0,1,15.0,5.0,Satisfied
764,3.0,3.0,3.0,1,9.0,3.0,Neutral
765,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
766,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
767,4.0,4.0,4.0,1,12.0,4.0,Satisfied
768,4.0,4.0,4.0,0,12.0,4.0,Satisfied
769,3.0,3.0,3.0,1,9.0,3.0,Neutral
770,5.0,5.0,5.0,0,15.0,5.0,Satisfied
771,3.0,3.0,3.0,1,9.0,3.0,Neutral
772,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
773,5.0,5.0,5.0,0,15.0,5.0,Satisfied
774,5.0,5.0,5.0,1,15.0,5.0,Satisfied
775,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
776,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
777,5.0,5.0,5.0,1,15.0,5.0,Satisfied
778,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
779,3.0,3.0,3.0,1,9.0,3.0,Neutral
780,5.0,5.0,5.0,1,15.0,5.0,Satisfied
781,3.0,3.0,3.0,1,9.0,3.0,Neutral
782,4.0,4.0,4.0,0,12.0,4.0,Satisfied
783,5.0,5.0,5.0,1,15.0,5.0,Satisfied
784,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
785,5.0,5.0,5.0,1,15.0,5.0,Satisfied
786,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
787,3.0,3.0,3.0,0,9.0,3.0,Neutral
788,5.0,5.0,5.0,1,15.0,5.0,Satisfied
789,3.0,3.0,3.0,1,9.0,3.0,Neutral
790,5.0,5.0,5.0,1,15.0,5.0,Satisfied
791,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
792,4.0,4.0,4.0,0,12.0,4.0,Satisfied
793,3.0,3.0,3.0,1,9.0,3.0,Neutral
794,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
795,5.0,5.0,5.0,1,15.0,5.0,Satisfied
796,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
797,4.0,4.0,4.0,1,12.0,4.0,Satisfied
798,5.0,5.0,5.0,1,15.0,5.0,Satisfied
799,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
800,5.0,5.0,5.0,1,15.0,5.0,Satisfied
801,3.0,3.0,3.0,1,9.0,3.0,Neutral
802,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
803,5.0,5.0,5.0,1,15.0,5.0,Satisfied
804,3.0,3.0,3.0,1,9.0,3.0,Neutral
805,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
806,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
807,4.0,4.0,4.0,1,12.0,4.0,Satisfied
808,4.0,4.0,4.0,0,12.0,4.0,Satisfied
809,3.0,3.0,3.0,1,9.0,3.0,Neutral
810,5.0,5.0,5.0,0,15.0,5.0,Satisfied
811,3.0,3.0,3.0,1,9.0,3.0,Neutral
812,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
813,5.0,5.0,5.0,0,15.0,5.0,Satisfied
814,5.0,5.0,5.0,1,15.0,5.0,Satisfied
815,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
816,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
817,5.0,5.0,5.0,1,15.0,5.0,Satisfied
818,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
819,3.0,3.0,3.0,1,9.0,3.0,Neutral
820,5.0,5.0,5.0,1,15.0,5.0,Satisfied
821,3.0,3.0,3.0,1,9.0,3.0,Neutral
822,4.0,4.0,4.0,0,12.0,4.0,Satisfied
823,5.0,5.0,5.0,1,15.0,5.0,Satisfied
824,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
825,5.0,5.0,5.0,1,15.0,5.0,Satisfied
826,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
827,3.0,3.0,3.0,0,9.0,3.0,Neutral
828,5.0,5.0,5.0,1,15.0,5.0,Satisfied
829,3.0,3.0,3.0,1,9.0,3.0,Neutral
830,5.0,5.0,5.0,1,15.0,5.0,Satisfied
831,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
832,4.0,4.0,4.0,0,12.0,4.0,Satisfied
833,3.0,3.0,3.0,1,9.0,3.0,Neutral
834,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
835,5.0,5.0,5.0,1,15.0,5.0,Satisfied
836,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
837,4.0,4.0,4.0,1,12.0,4.0,Satisfied
838,5.0,5.0,5.0,1,15.0,5.0,Satisfied
839,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
840,5.0,5.0,5.0,1,15.0,5.0,Satisfied
841,3.0,3.0,3.0,1,9.0,3.0,Neutral
842,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
843,5.0,5.0,5.0,1,15.0,5.0,Satisfied
844,3.0,3.0,3.0,1,9.0,3.0,Neutral
845,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
846,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
847,4.0,4.0,4.0,1,12.0,4.0,Satisfied
848,4.0,4.0,4.0,0,12.0,4.0,Satisfied
849,3.0,3.0,3.0,1,9.0,3.0,Neutral
850,5.0,5.0,5.0,0,15.0,5.0,Satisfied
851,3.0,3.0,3.0,1,9.0,3.0,Neutral
852,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
853,5.0,5.0,5.0,0,15.0,5.0,Satisfied
854,5.0,5.0,5.0,1,15.0,5.0,Satisfied
855,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
856,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
857,5.0,5.0,5.0,1,15.0,5.0,Satisfied
858,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
859,3.0,3.0,3.0,1,9.0,3.0,Neutral
860,5.0,5.0,5.0,1,15.0,5.0,Satisfied
861,3.0,3.0,3.0,1,9.0,3.0,Neutral
862,4.0,4.0,4.0,0,12.0,4.0,Satisfied
863,5.0,5.0,5.0,1,15.0,5.0,Satisfied
864,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
865,5.0,5.0,5.0,1,15.0,5.0,Satisfied
866,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
867,3.0,3.0,3.0,0,9.0,3.0,Neutral
868,5.0,5.0,5.0,1,15.0,5.0,Satisfied
869,3.0,3.0,3.0,1,9.0,3.0,Neutral
870,5.0,5.0,5.0,1,15.0,5.0,Satisfied
871,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
872,4.0,4.0,4.0,0,12.0,4.0,Satisfied
873,3.0,3.0,3.0,1,9.0,3.0,Neutral
874,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
875,5.0,5.0,5.0,1,15.0,5.0,Satisfied
876,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
877,4.0,4.0,4.0,1,12.0,4.0,Satisfied
878,5.0,5.0,5.0,1,15.0,5.0,Satisfied
879,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
880,5.0,5.0,5.0,1,15.0,5.0,Satisfied
881,3.0,3.0,3.0,1,9.0,3.0,Neutral
882,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
883,5.0,5.0,5.0,1,15.0,5.0,Satisfied
884,3.0,3.0,3.0,1,9.0,3.0,Neutral
885,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
886,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
887,4.0,4.0,4.0,1,12.0,4.0,Satisfied
888,4.0,4.0,4.0,0,12.0,4.0,Satisfied
889,3.0,3.0,3.0,1,9.0,3.0,Neutral
890,5.0,5.0,5.0,0,15.0,5.0,Satisfied
891,3.0,3.0,3.0,1,9.0,3.0,Neutral
892,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
893,5.0,5.0,5.0,0,15.0,5.0,Satisfied
894,5.0,5.0,5.0,1,15.0,5.0,Satisfied
895,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
896,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
897,5.0,5.0,5.0,1,15.0,5.0,Satisfied
898,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
899,3.0,3.0,3.0,1,9.0,3.0,Neutral
900,5.0,5.0,5.0,1,15.0,5.0,Satisfied
901,3.0,3.0,3.0,1,9.0,3.0,Neutral
902,4.0,4.0,4.0,0,12.0,4.0,Satisfied
903,5.0,5.0,5.0,1,15.0,5.0,Satisfied
904,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
905,5.0,5.0,5.0,1,15.0,5.0,Satisfied
906,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
907,3.0,3.0,3.0,0,9.0,3.0,Neutral
908,5.0,5.0,5.0,1,15.0,5.0,Satisfied
909,3.0,3.0,3.0,1,9.0,3.0,Neutral
910,5.0,5.0,5.0,1,15.0,5.0,Satisfied
911,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
912,4.0,4.0,4.0,0,12.0,4.0,Satisfied
913,3.0,3.0,3.0,1,9.0,3.0,Neutral
914,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
915,5.0,5.0,5.0,1,15.0,5.0,Satisfied
916,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
917,4.0,4.0,4.0,1,12.0,4.0,Satisfied
918,5.0,5.0,5.0,1,15.0,5.0,Satisfied
919,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
920,5.0,5.0,5.0,1,15.0,5.0,Satisfied
921,3.0,3.0,3.0,1,9.0,3.0,Neutral
922,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
923,5.0,5.0,5.0,1,15.0,5.0,Satisfied
924,3.0,3.0,3.0,1,9.0,3.0,Neutral
925,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
926,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
927,4.0,4.0,4.0,1,12.0,4.0,Satisfied
928,4.0,4.0,4.0,0,12.0,4.0,Satisfied
929,3.0,3.0,3.0,1,9.0,3.0,Neutral
